Rooftop PV billing regulation,
-,
Various,
country,Value
Bulgaria,none
Croatia,net_billing
Czechia,gross_metering
Hungary,gross_metering
Poland,gross_metering
Romania,gross_metering
Slovakia,gross_metering
Slovenia,net_billing
