Share of households living in house or in flat in a building with less than ten dwellings,
%,
Eurostat,
country,Value
Bulgaria,59.9
Croatia,82.6
Czechia,61.3
Hungary,76.4
Poland,67.2
Romania,67.7
Slovakia,80.3
Slovenia,65.5
