Imitation parameter of Bass model,
-,
Calculated with Bass model from PVs installation data,
country,Value
Bulgaria,0.46799281
Croatia,0.48177481
Czechia,0.41615401
Hungary,0.46526041
Poland,0.44102881
Romania,0.46526041
Slovakia,0.48874081
Slovenia,0.48316401
